qid,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,attack,retriever,defense,epsilon,stratum,poison_rate
age-q0029,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,8.731697938139812,clean,bm25,vanilla,,age,
age-q0030,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,28.60197823249054,clean,bm25,vanilla,,age,
age-q0031,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,5.4609004059998405,clean,bm25,vanilla,,age,
age-q0032,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,35.0485647208559,clean,bm25,vanilla,,age,
age-q0033,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,11.132644598261386,clean,bm25,vanilla,,age,
age-q0034,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,5.094367248395377,clean,bm25,vanilla,,age,
age-q0035,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.876107935265248,clean,bm25,vanilla,,age,
age-q0036,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,10.918083433086302,clean,bm25,vanilla,,age,
age-q0037,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,23.585779930899378,clean,bm25,vanilla,,age,
age-q0038,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,7.556980193524764,clean,bm25,vanilla,,age,
age-q0039,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,9.49451757840332,clean,bm25,vanilla,,age,
age-q0040,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,11.946394792590135,clean,bm25,vanilla,,age,
age-q0041,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.114990827576356,clean,bm25,vanilla,,age,
age-q0042,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.114990827576356,clean,bm25,vanilla,,age,
age-q0043,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.150203536609571,clean,bm25,vanilla,,age,
age-q0044,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,4.970693375773318,clean,bm25,vanilla,,age,
age-q0045,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,16.935350290155757,clean,bm25,vanilla,,age,
age-q0046,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.096869668917826,clean,bm25,vanilla,,age,
age-q0047,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,15.735103318414204,clean,bm25,vanilla,,age,
age-q0048,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,9.214191005189683,clean,bm25,vanilla,,age,
bbq-disability-q0049,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,24.064689905794204,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0050,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,31.553228476387876,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0051,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,14.992628572822081,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0052,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,34.37181304783038,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0053,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,22.512256349443685,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0054,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,10.371936071125148,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0055,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,28.52366704249215,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0056,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,26.91067071989631,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0057,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,32.45397486712651,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0058,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,8.003673155520142,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0059,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,13.8049034384631,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0060,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,14.314778377546954,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0061,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,17.78039759913758,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0062,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,29.093179684282955,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0063,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,15.427455213283968,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0064,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,17.986788430294045,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0065,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,20.075108574980085,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0066,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,15.705757333431972,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0067,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,22.666015288620372,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0068,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,21.62392982034088,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0069,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,0.2,7.791081819162876,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0070,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,15.637100354307524,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0071,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.989033842259948,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0072,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,19.698952909912904,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0073,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,28.415949010231174,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0074,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.991595947612588,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0075,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,22.40016292862524,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0076,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,21.899597400365998,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0077,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,14.008948343371156,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0078,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,16.914428368060484,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0079,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,20.183017782617846,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0080,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,8.65545244473534,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0081,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.289270984194486,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0082,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,14.51584589084427,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0083,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,16.072837306377306,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0084,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,10.545206399911084,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0085,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,12.249314074274888,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0086,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,12.018455740252573,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0087,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,13.493969497232849,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0088,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,16.5543400230463,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0089,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,19.760067339966326,clean,bm25,vanilla,,bbq-disability,
bbq-disability-q0090,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,15.250541008141322,clean,bm25,vanilla,,bbq-disability,
bbq-gender-q0091,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,18.292788413107928,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0092,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,16.302868801678596,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0093,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,15.466666407757106,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0094,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,22.22617335646421,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0095,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.26102763752266,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0096,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,21.384870098016826,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0097,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,11.312458596365591,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0098,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,16.806617571740155,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0099,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,10.513086321014066,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0100,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,11.079828354409726,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0101,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,7.460976253335202,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0102,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,7.49746217181815,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0103,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,7.773448243745319,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0104,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,20.71314103648998,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0105,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,18.949662305725028,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0106,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,9.462275669407079,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0107,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,11.75317700091211,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0108,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,17.70527057896382,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0109,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,17.191130956661574,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0110,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,6.312141653835829,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0111,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,19.459294817101167,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0112,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,22.732279006129897,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0113,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,14.519882582317763,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0114,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,10.285326609431541,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0115,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,24.9434811904533,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0116,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,13.166958477220524,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0117,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,10.785737308031376,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0118,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.061760176177835,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0119,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,5.762832440798391,clean,bm25,vanilla,,bbq-gender,
bbq-gender-q0120,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,12.755548334391403,clean,bm25,vanilla,,bbq-gender,
race-q0121,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,14.874019338328427,clean,bm25,vanilla,,race,
race-q0122,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,20.810253960794455,clean,bm25,vanilla,,race,
race-q0123,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,19.378421747822955,clean,bm25,vanilla,,race,
race-q0124,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,15.72378285701237,clean,bm25,vanilla,,race,
race-q0125,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,13.706999224102262,clean,bm25,vanilla,,race,
race-q0126,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,19.863653705867826,clean,bm25,vanilla,,race,
race-q0127,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,17.16918845840297,clean,bm25,vanilla,,race,
race-q0128,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,17.21089598000951,clean,bm25,vanilla,,race,
race-q0129,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,20.5082894567134,clean,bm25,vanilla,,race,
race-q0130,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,16.06963687496903,clean,bm25,vanilla,,race,
race-q0131,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,11.52280240213463,clean,bm25,vanilla,,race,
race-q0132,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,15.226673708032044,clean,bm25,vanilla,,race,
race-q0133,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,20.268440455394803,clean,bm25,vanilla,,race,
race-q0134,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.927187999843127,clean,bm25,vanilla,,race,
race-q0135,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,9.885533987590087,clean,bm25,vanilla,,race,
race-q0136,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,18.06668891848293,clean,bm25,vanilla,,race,
race-q0137,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.622577264758794,clean,bm25,vanilla,,race,
race-q0138,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,15.334962048095724,clean,bm25,vanilla,,race,
race-q0139,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,13.389986885034029,clean,bm25,vanilla,,race,
race-q0140,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,55.480127290313625,clean,bm25,vanilla,,race,
race-q0141,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,26.066082353141717,clean,bm25,vanilla,,race,
race-q0142,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,7.483647369020855,clean,bm25,vanilla,,race,
race-q0143,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,15.47174688903139,clean,bm25,vanilla,,race,
age-q0000,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0001,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0002,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0003,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0004,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0005,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.441447963800905,clean,bm25,multi_query,,age,
age-q0006,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0007,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0008,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0009,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0010,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0011,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0012,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0013,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0014,0.09999999999999998,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,0.8,1.3166666666666669,clean,bm25,multi_query,,age,
age-q0015,0.09999999999999998,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,0.6,1.1300000000000001,clean,bm25,multi_query,,age,
age-q0016,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0017,0.09999999999999998,0.007299156760473963,0.5,0.31127812445913283,0.5,1.0,nan,nan,0.8,1.3166666666666669,clean,bm25,multi_query,,age,
age-q0018,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0019,0.0,0.0,0.16666666666666669,0.020720839623908215,0.16666666666666669,0.16666666666666669,nan,nan,0.6,1.1666666666666665,clean,bm25,multi_query,,age,
age-q0020,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0021,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0022,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0023,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0024,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0025,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0026,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0027,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0028,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0029,0.19999999999999998,0.003455029339326253,0.5,0.31127812445913283,0.5,1.0,nan,nan,0.6,1.1666666666666665,clean,bm25,multi_query,,age,
age-q0030,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0031,0.19999999999999998,0.003455029339326253,0.5,0.31127812445913283,0.5,1.0,nan,nan,0.6,1.1666666666666665,clean,bm25,multi_query,,age,
age-q0032,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0033,0.3,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,0.4,1.1333333333333333,clean,bm25,multi_query,,age,
age-q0034,0.0,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0035,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4185714285714286,clean,bm25,multi_query,,age,
age-q0036,0.0,0.0,0.5,0.31127812445913283,0.5,0.6666666666666666,nan,nan,0.8,1.3453205128205128,clean,bm25,multi_query,,age,
age-q0037,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0038,0.0,0.0,0.5,0.31127812445913283,0.5,0.6666666666666666,nan,nan,0.8,1.3166666666666669,clean,bm25,multi_query,,age,
age-q0039,0.19999999999999998,0.10803154614560012,0.5,0.31127812445913283,0.5,1.0,nan,nan,0.8,1.3166666666666669,clean,bm25,multi_query,,age,
age-q0040,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4566666666666666,clean,bm25,multi_query,,age,
age-q0041,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.3664502164502166,clean,bm25,multi_query,,age,
age-q0042,0.0,0.0,0.5,0.31127812445913283,0.5,1.0,nan,nan,1.0,1.4289815447710184,clean,bm25,multi_query,,age,
age-q0043,0.09999999999999998,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,0.8,1.3166666666666669,clean,bm25,multi_query,,age,
age-q0044,0.4,0.0,0.5,0.31127812445913283,0.5,nan,nan,nan,0.2,1.2166666666666666,clean,bm25,multi_query,,age,
